Zip Code,State,City,Average Annual Cost,Percent difference from national average,County
96122,California,Portola,"$1,745.00",-8.00%,Plumas County
95321,California,Pine Mountain Lake,"$1,626.00",-14.00%,Mariposa County
95546,California,Hoopa,"$1,505.00",-21.00%,Humboldt County
96093,California,Weaverville,"$1,773.00",-7.00%,Trinity County
93242,California,Laton,"$1,496.00",-21.00%,Fresno County
92140,California,San Diego,"$1,333.00",-30.00%,San Diego County
95562,California,Rio Dell,"$1,415.00",-25.00%,Humboldt County
94535,California,Travis AFB,"$1,329.00",-30.00%,Solano County
96143,California,Kings Beach,"$1,550.00",-18.00%,Placer County
94038,California,Moss Beach,"$1,280.00",-33.00%,San Mateo County
96035,California,Gerber,"$1,674.00",-12.00%,Tehama County
93602,California,Auberry,"$1,717.00",-10.00%,Fresno County
90021,California,Los Angeles,"$2,080.00",10.00%,Los Angeles County
94525,California,Crockett,"$1,347.00",-29.00%,Contra Costa County
93265,California,Springville,"$1,522.00",-20.00%,Tulare County
94130,California,San Francisco,"$1,536.00",-19.00%,San Francisco County
93252,California,Maricopa,"$1,425.00",-25.00%,Kern County
92256,California,Morongo Valley,"$1,851.00",-3.00%,San Bernardino County
95442,California,Glen Ellen,"$1,269.00",-33.00%,Sonoma County
91330,California,Los Angeles,"$2,034.00",7.00%,Los Angeles County
96114,California,Janesville,"$1,793.00",-6.00%,Lassen County
95982,California,Sutter,"$1,476.00",-22.00%,Sutter County
95536,California,Ferndale,"$1,413.00",-26.00%,Humboldt County
96137,California,Westwood,"$1,794.00",-6.00%,Lassen County
94599,California,Yountville,"$1,235.00",-35.00%,Napa County
95457,California,Lower Lake,"$1,613.00",-15.00%,Lake County
93643,California,North Fork,"$1,733.00",-9.00%,Madera County
95333,California,Le Grand,"$1,368.00",-28.00%,Merced County
90058,California,Los Angeles,"$2,073.00",9.00%,Los Angeles County
92549,California,Idyllwild-Pine Cove,"$1,883.00",-1.00%,Riverside County
94964,California,San Quentin,"$1,398.00",-26.00%,Marin County
93921,California,Carmel-by-the-Sea,"$1,292.00",-32.00%,Monterey County
93066,California,Somis,"$1,260.00",-34.00%,Ventura County
93650,California,Fresno,"$1,437.00",-24.00%,Fresno County
96041,California,Hayfork,"$1,777.00",-6.00%,Trinity County
92281,California,Westmorland,"$1,704.00",-10.00%,Imperial County
95684,California,Somerset,"$1,629.00",-14.00%,El Dorado County
94037,California,Montara,"$1,281.00",-33.00%,San Mateo County
94720,California,Berkeley,"$1,401.00",-26.00%,Alameda County
95458,California,Lucerne,"$1,617.00",-15.00%,Lake County
95428,California,Covelo,"$1,562.00",-18.00%,Mendocino County
95485,California,Upper Lake,"$1,586.00",-16.00%,Lake County
95663,California,Penryn,"$1,474.00",-22.00%,Placer County
96032,California,Fort Jones,"$1,701.00",-10.00%,Siskiyou County
95464,California,Nice,"$1,625.00",-14.00%,Lake County
95461,California,Middletown,"$1,632.00",-14.00%,Lake County
92662,California,Newport Beach,"$1,582.00",-17.00%,Orange County
93271,California,Three Rivers,"$1,586.00",-16.00%,Tulare County
93430,California,Cayucos,"$1,137.00",-40.00%,San Luis Obispo County
96145,California,Dollar Point,"$1,534.00",-19.00%,Placer County
91962,California,Pine Valley,"$1,639.00",-14.00%,San Diego County
92536,California,Aguanga,"$1,867.00",-2.00%,Riverside County
93532,California,Elizabeth Lake,"$2,290.00",21.00%,Los Angeles County
92036,California,Julian,"$1,828.00",-4.00%,San Diego County
95918,California,Browns Valley,"$1,680.00",-12.00%,Yuba County
95951,California,Hamilton City,"$1,536.00",-19.00%,Glenn County
95223,California,Arnold,"$1,643.00",-13.00%,Calaveras County
95570,California,Trinidad,"$1,446.00",-24.00%,Humboldt County
90067,California,Los Angeles,"$1,977.00",4.00%,Los Angeles County
95113,California,San Jose,"$1,273.00",-33.00%,Santa Clara County
92275,California,Salton City,"$1,760.00",-7.00%,Imperial County
92365,California,Newberry Springs,"$1,798.00",-5.00%,San Bernardino County
93626,California,Friant,"$1,647.00",-13.00%,Fresno County
92285,California,Landers,"$1,720.00",-9.00%,San Bernardino County
96020,California,Chester,"$1,692.00",-11.00%,Plumas County
93453,California,Santa Margarita,"$1,233.00",-35.00%,San Luis Obispo County
93516,California,Boron,"$1,480.00",-22.00%,Kern County
93616,California,Del Rey,"$1,527.00",-20.00%,Fresno County
92230,California,Cabazon,"$1,804.00",-5.00%,Riverside County
95211,California,Stockton,"$1,449.00",-24.00%,San Joaquin County
95329,California,La Grange,"$1,597.00",-16.00%,Stanislaus County
93651,California,Prather,"$1,693.00",-11.00%,Fresno County
92004,California,Borrego Springs,"$1,513.00",-20.00%,San Diego County
92061,California,Pauma Valley,"$1,595.00",-16.00%,San Diego County
96027,California,Etna,"$1,716.00",-10.00%,Siskiyou County
92391,California,Twin Peaks,"$1,895.00",0.00%,San Bernardino County
95542,California,Benbow,"$1,499.00",-21.00%,Humboldt County
95002,California,Alviso,"$1,237.00",-35.00%,Santa Clara County
96025,California,Dunsmuir,"$1,801.00",-5.00%,Siskiyou County
93283,California,Weldon,"$1,568.00",-17.00%,Kern County
93261,California,Richgrove,"$1,447.00",-24.00%,Tulare County
95454,California,Laytonville,"$1,568.00",-17.00%,Mendocino County
93205,California,Bodfish,"$1,625.00",-14.00%,Kern County
95638,California,Herald,"$1,411.00",-26.00%,Sacramento County
93667,California,Tollhouse,"$1,685.00",-11.00%,Fresno County
95460,California,Mendocino,"$1,442.00",-24.00%,Mendocino County
94514,California,Byron,"$1,318.00",-31.00%,Contra Costa County
96134,California,Tulelake,"$1,684.00",-11.00%,Siskiyou County
95690,California,Walnut Grove,"$1,347.00",-29.00%,Sacramento County
92386,California,Sugarloaf,"$1,941.00",2.00%,San Bernardino County
92676,California,Silverado,"$1,753.00",-8.00%,Napa County
94511,California,Bethel Island,"$1,297.00",-32.00%,Contra Costa County
93285,California,Wofford Heights,"$1,631.00",-14.00%,Kern County
95445,California,Gualala,"$1,517.00",-20.00%,Sonoma County
94020,California,La Honda,"$1,337.00",-30.00%,San Mateo County
95311,California,Greeley Hill,"$1,652.00",-13.00%,Mariposa County
92401,California,San Bernardino,"$1,688.00",-11.00%,San Bernardino County
93249,California,Lost Hills,"$1,610.00",-15.00%,Kern County
96113,California,Patton Village,"$1,802.00",-5.00%,Riverside County
95465,California,Occidental,"$1,233.00",-35.00%,Ventura County
95567,California,Smith River,"$1,443.00",-24.00%,Los Angeles County
92273,California,Seeley,"$1,758.00",-7.00%,Kern County
93040,California,Piru,"$1,380.00",-27.00%,Monterey County
90263,California,Malibu,"$2,169.00",14.00%,San Diego County
93222,California,Pine Mountain Club,"$1,622.00",-15.00%,Humboldt County
93925,California,Chualar,"$1,355.00",-29.00%,Tuolumne County
93239,California,Kettleman City,"$1,491.00",-21.00%,Inyo County
91916,California,Descanso,"$1,721.00",-9.00%,Del Norte County
95524,California,Bayside,"$1,393.00",-27.00%,San Bernardino County
95372,California,Soulsbyville,"$1,601.00",-16.00%,Tulare County
93562,California,Searles Valley,"$1,662.00",-12.00%,Lassen County
95528,California,Carlotta,"$1,471.00",-23.00%,Butte County
93206,California,Buttonwillow,"$1,579.00",-17.00%,Fresno County
95975,California,Rough And Ready,"$1,731.00",-9.00%,Napa County
96056,California,McArthur,"$1,761.00",-7.00%,Amador County
92283,California,Winterhaven,"$1,775.00",-7.00%,Riverside County
96052,California,Lewiston,"$1,780.00",-6.00%,Monterey County
93426,California,Bradley,"$1,383.00",-27.00%,Del Norte County
95374,California,Stevinson,"$1,337.00",-30.00%,Humboldt County
95645,California,Knights Landing,"$1,411.00",-26.00%,Colusa County
95441,California,Geyserville,"$1,318.00",-31.00%,Yuba County
93527,California,Inyokern,"$1,476.00",-22.00%,Napa County
95947,California,Greenville,"$1,781.00",-6.00%,Shasta County
96118,California,Loyalton,"$1,731.00",-9.00%,Mendocino County
91905,California,Boulevard,"$1,740.00",-8.00%,Plumas County
95421,California,Cazadero,"$1,258.00",-34.00%,Tuolumne County
95310,California,Columbia,"$1,609.00",-15.00%,Yuba County
95245,California,Mokelumne Hill,"$1,648.00",-13.00%,Calaveras County
92398,California,Yermo,"$1,789.00",-6.00%,Yuba County
95942,California,Forest Ranch,"$1,700.00",-10.00%,Los Angeles County
95551,California,Loleta,"$1,377.00",-27.00%,Santa Clara County
95903,California,Beale AFB,"$1,541.00",-19.00%,Fresno County
95255,California,West Point,"$1,661.00",-13.00%,Fresno County
95977,California,Smartsville,"$1,737.00",-9.00%,San Diego County
92059,California,Pala,"$1,642.00",-14.00%,Lassen County
95319,California,Empire,"$1,341.00",-29.00%,El Dorado County
95937,California,Dunnigan,"$1,431.00",-25.00%,Mendocino County
95560,California,Redway,"$1,488.00",-22.00%,Calaveras County
93545,California,Lone Pine,"$1,631.00",-14.00%,Humboldt County
94973,California,Woodacre,"$1,445.00",-24.00%,Tehama County
95955,California,Maxwell,"$1,468.00",-23.00%,Madera County
93243,California,Lebec,"$1,725.00",-9.00%,Butte County
93553,California,Pearblossom,"$2,214.00",17.00%,El Dorado County
95469,California,Potter Valley,"$1,571.00",-17.00%,Tehama County
95323,California,Hickman,"$1,347.00",-29.00%,Santa Cruz County
92561,California,Mountain Center,"$1,973.00",4.00%,Riverside County
95612,California,Clarksburg,"$1,369.00",-28.00%,Sonoma County
95389,California,Yosemite National Park,"$1,621.00",-15.00%,Sierra County
93513,California,Big Pine,"$1,646.00",-13.00%,Mariposa County
95641,California,Isleton,"$1,352.00",-29.00%,Fresno County
95689,California,Volcano,"$1,593.00",-16.00%,Alameda County
92282,California,Whitewater,"$1,793.00",-6.00%,Riverside County
93461,California,Shandon,"$1,178.00",-38.00%,San Mateo County
93920,California,Big Sur,"$1,424.00",-25.00%,Humboldt County
93601,California,Ahwahnee,"$1,704.00",-10.00%,Tehama County
95525,California,Blue Lake,"$1,421.00",-25.00%,Madera County
95449,California,Hopland,"$1,587.00",-16.00%,Santa Cruz County
95636,California,Grizzly Flats,"$1,660.00",-13.00%,Sonoma County
92339,California,Forest Falls,"$1,909.00",1.00%,Mendocino County
95468,California,Point Arena,"$1,512.00",-20.00%,El Dorado County
93258,California,Poplar-Cotton Center,"$1,388.00",-27.00%,Calaveras County
93440,California,Los Alamos,"$1,224.00",-36.00%,San Mateo County
96140,California,Carnelian Bay,"$1,549.00",-18.00%,Marin County
96103,California,Graeagle,"$1,735.00",-9.00%,Siskiyou County
96008,California,Bella Vista,"$1,827.00",-4.00%,Napa County
92091,California,Rancho Santa Fe,"$1,477.00",-22.00%,Plumas County
95919,California,Brownsville,"$1,661.00",-13.00%,Humboldt County
93653,California,Raymond,"$1,700.00",-10.00%,Calaveras County
92242,California,Big River,"$1,794.00",-6.00%,Mendocino County
95573,California,Willow Creek,"$1,506.00",-21.00%,Alameda County
95664,California,Pilot Hill,"$1,531.00",-19.00%,Kern County
94924,California,Bolinas,"$1,436.00",-24.00%,Sonoma County
95415,California,Boonville,"$1,547.00",-19.00%,San Bernardino County
92518,California,March ARB,"$1,701.00",-10.00%,Siskiyou County
92086,California,Warner Springs,"$1,739.00",-8.00%,Lassen County
93201,California,Alpaugh,"$1,470.00",-23.00%,San Joaquin County
95246,California,Mountain Ranch,"$1,676.00",-12.00%,Lake County
95462,California,Monte Rio,"$1,231.00",-35.00%,Yolo County
92257,California,Niland,"$1,711.00",-10.00%,Santa Barbara County
96062,California,Millville,"$1,793.00",-6.00%,Shasta County
95039,California,Moss Landing,"$1,326.00",-30.00%,Monterey County
95916,California,Berry Creek,"$1,690.00",-11.00%,Butte County
93668,California,Tranquillity,"$1,535.00",-19.00%,Fresno County
96051,California,Lakehead,"$1,829.00",-4.00%,Shasta County
96023,California,Dorris,"$1,710.00",-10.00%,Siskiyou County
94923,California,Bodega Bay,"$1,201.00",-37.00%,Sonoma County
94957,California,Ross,"$1,425.00",-25.00%,Marin County
94956,California,Point Reyes Station,"$1,452.00",-24.00%,Marin County
94575,California,Moraga,"$1,333.00",-30.00%,Contra Costa County
95968,California,Palermo,"$1,656.00",-13.00%,Butte County
96069,California,Oak Run,"$1,791.00",-6.00%,Shasta County
95313,California,Crows Landing,"$1,391.00",-27.00%,Stanislaus County
95346,California,Mi-Wuk Village,"$1,616.00",-15.00%,Tuolumne County
95497,California,Sea Ranch,"$1,265.00",-33.00%,Sonoma County
95589,California,Whitethorn,"$1,475.00",-22.00%,Humboldt County
95686,California,Thornton,"$1,399.00",-26.00%,San Joaquin County
96044,California,Hornbrook,"$1,764.00",-7.00%,Siskiyou County
95426,California,Cobb,"$1,641.00",-14.00%,Lake County
95548,California,Klamath,"$1,401.00",-26.00%,Siskiyou County
93432,California,Creston,"$1,249.00",-34.00%,San Luis Obispo County
94060,California,Pescadero,"$1,347.00",-29.00%,San Mateo County
96146,California,Olympic Valley,"$1,557.00",-18.00%,Placer County
96057,California,McCloud,"$1,785.00",-6.00%,Siskiyou County
95549,California,Kneeland,"$1,466.00",-23.00%,Humboldt County
93266,California,Stratford,"$1,476.00",-22.00%,Kings County
93544,California,Llano,"$2,277.00",20.00%,Los Angeles County
95317,California,El Nido,"$1,339.00",-29.00%,San Bernardino County
91008,California,Bradbury,"$1,534.00",-19.00%,Fresno County
95701,California,Alta,"$1,625.00",-14.00%,Yuba County
92368,California,Oro Grande,"$1,800.00",-5.00%,Humboldt County
93608,California,Cantua Creek,"$1,531.00",-19.00%,San Diego County
96107,California,Walker,"$1,699.00",-11.00%,Solano County
95962,California,Oregon House,"$1,660.00",-13.00%,Tulare County
95547,California,Hydesville,"$1,414.00",-26.00%,Merced County
91917,California,Dulzura,"$1,667.00",-12.00%,Monterey County
94592,California,Vallejo,"$1,348.00",-29.00%,Shasta County
93666,California,Sultana,"$1,503.00",-21.00%,Merced County
95681,California,Sheridan,"$1,390.00",-27.00%,Mendocino County
95303,California,Ballico,"$1,346.00",-29.00%,Marin County
93928,California,Jolon,"$1,378.00",-27.00%,Monterey County
96028,California,Fall River Mills,"$1,771.00",-7.00%,Shasta County
95369,California,Snelling,"$1,418.00",-25.00%,Merced County
95410,California,Albion,"$1,482.00",-22.00%,Mendocino County
94938,California,Lagunitas,"$1,470.00",-23.00%,Marin County
90073,California,Los Angeles,"$2,240.00",18.00%,Los Angeles County
93424,California,Avilla Beach,"$1,188.00",-37.00%,San Luis Obispo County
95466,California,Philo,"$1,534.00",-19.00%,Mendocino County
96047,California,Igo,"$1,766.00",-7.00%,Shasta County
93624,California,Five Points,"$1,565.00",-18.00%,Fresno County
96142,California,Tahoma,"$1,610.00",-15.00%,El Dorado County
96120,California,Markleeville,"$1,709.00",-10.00%,Alpine County
94937,California,Inverness,"$1,452.00",-24.00%,Marin County
96104,California,Cedarville,"$1,656.00",-13.00%,Modoc County
96109,California,Doyle,"$1,745.00",-8.00%,Lassen County
95674,California,Rio Oso,"$1,468.00",-23.00%,Sutter County
95556,California,Orleans,"$1,472.00",-22.00%,Humboldt County
95703,California,Applegate,"$1,573.00",-17.00%,Placer County
92321,California,Cedar Glen,"$1,885.00",-1.00%,San Bernardino County
96039,California,Happy Camp,"$1,754.00",-8.00%,Siskiyou County
92070,California,Santa Ysabel,"$1,712.00",-10.00%,San Diego County
94933,California,Forest Knolls,"$1,472.00",-22.00%,Marin County
95615,California,Courtland,"$1,349.00",-29.00%,Sacramento County
94567,California,Pope Valley,"$1,348.00",-29.00%,Napa County
94613,California,Oakland,"$1,481.00",-22.00%,Alameda County
93441,California,Los Olivos,"$1,254.00",-34.00%,Santa Barbara County
93450,California,San Ardo,"$1,403.00",-26.00%,Monterey County
93255,California,Onyx,"$1,569.00",-17.00%,San Luis Obispo County
95941,California,Forbestown,"$1,684.00",-11.00%,Butte County
95306,California,Catheys Valley,"$1,607.00",-15.00%,Mariposa County
95459,California,Manchester,"$1,493.00",-21.00%,Mendocino County
92327,California,Daggett,"$1,815.00",-4.00%,San Bernardino County
93518,California,Caliente,"$1,628.00",-14.00%,Kern County
95017,California,Davenport,"$1,466.00",-23.00%,Santa Cruz County
93218,California,Ducor,"$1,512.00",-20.00%,Tulare County
96024,California,Douglas City,"$1,803.00",-5.00%,Trinity County
96128,California,Standish,"$1,781.00",-6.00%,Lassen County
94586,California,Sunol,"$1,379.00",-27.00%,Alameda County
93238,California,Kernville,"$1,593.00",-16.00%,Kern County
94528,California,Diablo,"$1,403.00",-26.00%,Contra Costa County
95635,California,Greenwood,"$1,604.00",-16.00%,El Dorado County
96048,California,Junction City,"$1,824.00",-4.00%,Trinity County
91934,California,Jacumba,"$1,689.00",-11.00%,San Diego County
95553,California,Miranda,"$1,457.00",-23.00%,Humboldt County
93606,California,Biola,"$1,485.00",-22.00%,Fresno County
93526,California,Independence,"$1,655.00",-13.00%,Inyo County
93254,California,New Cuyama,"$1,336.00",-30.00%,Santa Barbara County
95659,California,East Nicolaus,"$1,464.00",-23.00%,Sutter County
95452,California,Kenwood,"$1,268.00",-33.00%,Sonoma County
95227,California,Clements,"$1,472.00",-22.00%,San Joaquin County
95943,California,Glenn,"$1,520.00",-20.00%,Glenn County
95043,California,Paicines,"$1,443.00",-24.00%,San Benito County
94922,California,Bodega,"$1,207.00",-36.00%,Sonoma County
94946,California,Nicasio,"$1,383.00",-27.00%,Marin County
95957,California,Meridian,"$1,461.00",-23.00%,Sutter County
95254,California,Wallace,"$1,633.00",-14.00%,Calaveras County
96096,California,Whitmore,"$1,827.00",-4.00%,Shasta County
96038,California,Grenada,"$1,690.00",-11.00%,Siskiyou County
95345,California,Midpines,"$1,632.00",-14.00%,Mariposa County
93673,California,Traver,"$1,429.00",-25.00%,Tulare County
92358,California,Lytle Creek,"$1,896.00",0.00%,San Bernardino County
95552,California,Mad River,"$1,713.00",-10.00%,Trinity County
96087,California,Shasta,"$1,761.00",-7.00%,Shasta County
92347,California,Hinkley,"$1,780.00",-6.00%,San Bernardino County
95456,California,Little River,"$1,496.00",-21.00%,Mendocino County
96148,California,Tahoe Vista,"$1,532.00",-19.00%,Placer County
96091,California,Trinity Center,"$1,785.00",-6.00%,Trinity County
95830,California,Sacramento,"$1,418.00",-25.00%,Sacramento County
95565,California,Scotia,"$1,434.00",-24.00%,Humboldt County
95230,California,Farmington,"$1,493.00",-21.00%,San Joaquin County
95914,California,Bangor,"$1,708.00",-10.00%,Butte County
94970,California,Stinson Beach,"$1,429.00",-25.00%,Marin County
92135,California,San Diego,"$1,334.00",-30.00%,San Diego County
95652,California,McClellan Park,"$1,396.00",-26.00%,Sacramento County
92309,California,Baker,"$1,733.00",-9.00%,San Bernardino County
95543,California,Gasquet,"$1,502.00",-21.00%,Del Norte County
93517,California,Bridgeport,"$1,688.00",-11.00%,Mono County
95225,California,Burson,"$1,645.00",-13.00%,Calaveras County
90742,California,Sunset Beach,"$1,532.00",-19.00%,Santa Cruz County
96006,California,Adin,"$1,711.00",-10.00%,Modoc County
92305,California,Angelus Oaks,"$1,861.00",-2.00%,San Bernardino County
95387,California,Westley,"$1,390.00",-27.00%,Stanislaus County
95432,California,Elk,"$1,508.00",-21.00%,Mendocino County
95939,California,Elk Creek,"$1,576.00",-17.00%,Glenn County
95960,California,North San Juan,"$1,714.00",-10.00%,Nevada County
95563,California,Salyer,"$1,738.00",-8.00%,Trinity County
95668,California,Pleasant Grove,"$1,461.00",-23.00%,Sutter County
92328,California,Death Valley,"$1,752.00",-8.00%,Inyo County
95537,California,Fields Landing,"$1,387.00",-27.00%,Humboldt County
94021,California,Loma Mar,"$1,348.00",-29.00%,San Mateo County
95471,California,Rio Nido,"$1,237.00",-35.00%,Sonoma County
93652,California,Raisin City,"$1,549.00",-18.00%,Fresno County
92322,California,Cedarpines Park,"$1,885.00",-1.00%,San Bernardino County
93452,California,San Simeon,"$1,202.00",-37.00%,San Luis Obispo County
95427,California,Comptche,"$1,543.00",-19.00%,Mendocino County
95970,California,Princeton,"$1,480.00",-22.00%,Colusa County
91931,California,Guatay,"$1,683.00",-11.00%,San Diego County
92258,California,North Palm Springs,"$1,792.00",-6.00%,Riverside County
96084,California,Round Mountain,"$1,813.00",-5.00%,Shasta County
95922,California,Camptonville,"$1,690.00",-11.00%,Yuba County
95629,California,Fiddletown,"$1,608.00",-15.00%,Amador County
96058,California,Macdoel,"$1,724.00",-9.00%,Siskiyou County
96090,California,Tehama,"$1,700.00",-10.00%,Tehama County
93932,California,Lockwood,"$1,404.00",-26.00%,Monterey County
95251,California,Vallecito,"$1,616.00",-15.00%,Calaveras County
95950,California,Grimes,"$1,478.00",-22.00%,Colusa County
95412,California,Annapolis,"$1,306.00",-31.00%,Sonoma County
96033,California,French Gulch,"$1,806.00",-5.00%,Shasta County
95651,California,Lotus,"$1,594.00",-16.00%,El Dorado County
91963,California,Potrero,"$1,706.00",-10.00%,San Diego County
96059,California,Manton,"$1,777.00",-6.00%,Tehama County
95564,California,Samoa,"$1,386.00",-27.00%,Humboldt County
96106,California,Clio,"$1,752.00",-8.00%,Plumas County
96141,California,Tahoma,"$1,581.00",-17.00%,El Dorado County
92060,California,Palomar Mountain,"$1,641.00",-14.00%,San Diego County
95714,California,Dutch Flat,"$1,622.00",-15.00%,Placer County
95439,California,Fulton,"$1,231.00",-35.00%,Sonoma County
93954,California,San Lucas,"$1,382.00",-27.00%,Monterey County
94104,California,San Francisco,"$1,567.00",-17.00%,San Francisco County
95527,California,Burnt Ranch,"$1,779.00",-6.00%,Trinity County
95385,California,Vernalis,"$1,479.00",-22.00%,San Joaquin County
95075,California,Tres Pinos,"$1,334.00",-30.00%,San Benito County
95585,California,Leggett,"$1,585.00",-17.00%,Mendocino County
95675,California,River Pines,"$1,600.00",-16.00%,Amador County
95554,California,Myers Flat,"$1,475.00",-22.00%,Humboldt County
93563,California,Valyermo,"$2,268.00",19.00%,Los Angeles County
96050,California,Klamath River,"$1,757.00",-7.00%,Siskiyou County
93529,California,June Lake,"$1,659.00",-13.00%,Mono County
95558,California,Petrolia,"$1,453.00",-23.00%,Humboldt County
92333,California,Fawnskin,"$1,868.00",-2.00%,San Bernardino County
95956,California,Meadow Valley,"$1,769.00",-7.00%,Plumas County
95979,California,Stonyford,"$1,594.00",-16.00%,Colusa County
95007,California,Brookdale,"$1,550.00",-18.00%,Santa Cruz County
95555,California,Orick,"$1,441.00",-24.00%,Humboldt County
95257,California,Wilseyville,"$1,652.00",-13.00%,Calaveras County
95233,California,Hathaway Pines,"$1,644.00",-13.00%,Calaveras County
93962,California,Spreckels,"$1,311.00",-31.00%,Monterey County
93531,California,Keene,"$1,653.00",-13.00%,Kern County
93664,California,Shaver Lake,"$1,702.00",-10.00%,Fresno County
93067,California,Summerland,"$1,373.00",-28.00%,Santa Barbara County
96124,California,Calpine,"$1,780.00",-6.00%,Sierra County
93604,California,Bass Lake,"$1,699.00",-11.00%,Madera County
96016,California,Cassel,"$1,806.00",-5.00%,Shasta County
93224,California,Fellows,"$1,577.00",-17.00%,Kern County
92268,California,Pioneertown,"$1,858.00",-2.00%,San Bernardino County
95444,California,Graton,"$1,234.00",-35.00%,Sonoma County
96075,California,Paynes Creek,"$1,767.00",-7.00%,Tehama County
91210,California,Glendale,"$1,879.00",-1.00%,Los Angeles County
96105,California,Chilcoot,"$1,795.00",-5.00%,Plumas County
91759,California,Mt Baldy,"$1,948.00",3.00%,San Bernardino County
92066,California,Ranchita,"$1,758.00",-7.00%,San Diego County
96015,California,Canby,"$1,657.00",-13.00%,Modoc County
95728,California,Soda Springs,"$1,682.00",-11.00%,Nevada County
96034,California,Gazelle,"$1,719.00",-9.00%,Siskiyou County
93244,California,Lemon Cove,"$1,503.00",-21.00%,Tulare County
96092,California,Vina,"$1,706.00",-10.00%,Butte County
93669,California,Wishon,"$1,719.00",-9.00%,Madera County
95435,California,Finley,"$1,620.00",-15.00%,Lake County
95639,California,Hood,"$1,365.00",-28.00%,Sacramento County
94929,California,Dillon Beach,"$1,420.00",-25.00%,Marin County
95983,California,Taylorsville,"$1,760.00",-7.00%,Plumas County
95920,California,Butte City,"$1,554.00",-18.00%,Glenn County
96117,California,Litchfield,"$1,805.00",-5.00%,Lassen County
95606,California,Brooks,"$1,478.00",-22.00%,Colusa County
95607,California,Capay,"$1,489.00",-22.00%,Yolo County
95984,California,Twain,"$1,754.00",-8.00%,Plumas County
96129,California,Beckwourth,"$1,742.00",-8.00%,Plumas County
96121,California,Milford,"$1,830.00",-4.00%,Siskiyou County
92134,California,San Diego,"$1,326.00",-30.00%,San Diego County
92239,California,Desert Center,"$1,783.00",-6.00%,Riverside County
96009,California,Bieber,"$1,731.00",-9.00%,Lassen County
93628,California,Hume,"$1,706.00",-10.00%,Fresno County
96065,California,Montgomery Creek,"$1,825.00",-4.00%,Shasta County
96135,California,Vinton,"$1,832.00",-4.00%,Placer County
95736,California,Weimar,"$1,610.00",-15.00%,Placer County
93549,California,Olancha,"$1,720.00",-9.00%,Inyo County
95318,California,El Portal,"$1,593.00",-16.00%,Mariposa County
93541,California,Lee Vining,"$1,622.00",-15.00%,Mono County
95837,California,Sacramento,"$1,411.00",-26.00%,Sacramento County
96054,California,Lookout,"$1,738.00",-8.00%,Modoc County
95925,California,Challenge,"$1,623.00",-15.00%,Butte County
93641,California,Mira Monte,"$1,729.00",-9.00%,Santa Barbara County
96011,California,Big Bend,"$1,826.00",-4.00%,Riverside County
95417,California,Branscomb,"$1,562.00",-18.00%,Mendocino County
90743,California,Surfside,"$1,562.00",-18.00%,Orange County
96063,California,Mineral,"$1,727.00",-9.00%,Tehama County
92341,California,Green Valley Lake,"$1,835.00",-3.00%,San Bernardino County
95569,California,Redcrest,"$1,464.00",-23.00%,Humboldt County
94940,California,Marshall,"$1,467.00",-23.00%,Alameda County
93260,California,Posey,"$1,589.00",-16.00%,Tulare County
93512,California,Benton,"$1,709.00",-10.00%,Contra Costa County
94569,California,Port Costa,"$1,350.00",-29.00%,Contra Costa County
96086,California,Seiad Valley,"$1,778.00",-6.00%,Siskiyou County
93251,California,Mc Kittrick,"$1,616.00",-15.00%,Kern County
95420,California,Caspar,"$1,463.00",-23.00%,Mendocino County
92385,California,Skyforest,"$1,848.00",-3.00%,San Bernardino County
94516,California,Canyon,"$1,361.00",-28.00%,Los Angeles County
94972,California,Valley Ford,"$1,223.00",-36.00%,Sonoma County
95450,California,Jenner,"$1,243.00",-35.00%,Sonoma County
93645,California,O Neals,"$1,714.00",-10.00%,Madera County
93207,California,California Hot Springs,"$1,511.00",-20.00%,Tulare County
92389,California,Tecopa,"$1,817.00",-4.00%,Inyo County
95568,California,Somes Bar,"$1,761.00",-7.00%,Del Norte County
95526,California,Bridgeville,"$1,520.00",-20.00%,Humboldt County
96112,California,Fort Bidwell,"$1,675.00",-12.00%,Modoc County
95312,California,Cressey,"$1,388.00",-27.00%,Merced County
95232,California,Glencoe,"$1,633.00",-14.00%,Calaveras County
96017,California,Castella,"$1,787.00",-6.00%,Shasta County
96076,California,Platina,"$1,785.00",-6.00%,Tehama County
96068,California,Nubieber,"$1,796.00",-5.00%,Siskiyou County
94971,California,Tomales,"$1,415.00",-25.00%,Marin County
94963,California,San Geronimo,"$1,467.00",-23.00%,Marin County
95224,California,Avery,"$1,663.00",-12.00%,Calaveras County
95698,California,Zamora,"$1,404.00",-26.00%,Yolo County
95488,California,Westport,"$1,568.00",-17.00%,Mendocino County
91046,California,Verdugo City,"$2,061.00",9.00%,Los Angeles County
96029,California,Flournoy,"$1,740.00",-8.00%,Tehama County
95697,California,Yolo,"$1,386.00",-27.00%,Yolo County
96037,California,Greenview,"$1,718.00",-10.00%,Siskiyou County
95443,California,Glenhaven,"$1,584.00",-17.00%,Lake County
95494,California,Yorkville,"$1,530.00",-19.00%,Mendocino County
94074,California,San Gregorio,"$1,320.00",-30.00%,San Mateo County
95625,California,Elmira,"$1,321.00",-30.00%,Solano County
94128,California,San Francisco,"$1,349.00",-29.00%,San Francisco County
